application_number,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_region_code,inventor_country_code,inventor_country_name,inventor_address_type
90012449,"BADGER METER,",,INC.(3RD.PTY.REQ.),3,WI,US,,residence
90012449,,,7248181,1,,,,residence
90012450,BRYAN,C.,DINER(3RD.PTY.REQ.),3,DC,US,,residence
90012450,,,6055439,1,,,,residence
90012450,MOBILEMEDIA IDEAS,,LLC(OWNER),2,MD,US,,residence
90012451,LAM RESEARCH,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012451,,,"8,025,731 B2",1,,,,residence
90012451,PATENT,,OWNER,3,,,,residence
90012452,"PURE WATER GLOBAL,",,INC. (OWNER),2,TX,US,UNITED STATES,residence
90012452,THE BRITA PRODUCTS,,COMPANY (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90012452,,,"6,153,096",1,,,,residence
90012453,,,"5,609,759",1,,,,residence
90012453,THE BRITA PRODUCTS,,COMPANY (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90012453,"PURE WATER GLOBAL,",,INC. (OWNER),2,TX,US,UNITED STATES,residence
90012454,TROLL BUSTERS,,LLC. (3RD PTY. REQ.),3,WA,US,UNITED STATES,residence
90012454,"WHITSERVE,",,LLC (OWNER),2,CT,US,UNITED STATES,residence
90012454,,,"5,895,468",1,,,,residence
90012455,KEITH,R.,"HAUPT, ESQ. (3RD PTY REQ.)",3,OH,US,UNITED STATES,residence
90012455,,,7780003,1,,,,residence
90012455,"GRAPHIC PACKAGING INTERNATIONAL,",,INC. (OWNER),2,GA,US,UNITED STATES,residence
90012456,SELECT COMFORT,,CORPORATION,2,MN,US,UNITED STATES,residence
90012456,,,5904172,1,,,,residence
90012456,LEFFERT JAY &,,"POLGLAZE, PA (3RD PTY REQ.)",3,MN,US,UNITED STATES,residence
90012457,DENNIS,MICHAEL,KRAWCHUK,2,,AU,AUSTRALIA,residence
90012457,,,6969113,1,,,,residence
90012457,GLOBAL EVENT,,"SUPPLY, LLC (3RD PTY REQ.)",3,CA,US,UNITED STATES,residence
90012458,THOMAS,E.,HILL(3RD.PTY.REQ.),3,IL,US,,residence
90012458,,,6912963,1,,,,residence
90012458,DAWN EQUIPMENT,,COMPANY,2,IL,US,UNITED STATES,residence
90012459,,,5707785,1,,,,residence
90012459,INDUSTRIAL TECHNOLOGY RESEARCH,,INSTITUTE(OWNER),2,,TW,TAIWAN,residence
90012459,REBECCA,G.,RUDICH(3RD. PTY. REQ.),3,DC,US,,residence
90012460,ILLINOIS TOOL WORKS,,INC.(OWNER),2,IL,US,,residence
90012460,,,6663040,1,,,,residence
90012460,PATENT,,OWNER,3,IL,US,,residence
90012461,ILLINOIS TOOL,,WORKS INC.,3,IL,US,UNITED STATES,residence
90012461,,,6463848,1,,,,residence
90012461,ILLINOIS TOOL,,WORKS INC.,2,IL,US,UNITED STATES,residence
90012462,,,"5,393,170",1,,,,residence
90012462,LIGHT WAVE,,LTD. (OWNER),2,NV,US,UNITED STATES,residence
90012462,MANUEL DE LA,,CERRA (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90012463,,,"7,215,984 B2",1,,,,residence
90012463,BRIAN,K.,ANDREA (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90012463,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012464,CRAIG,A.,FIESCHKO (3RD PTY. REQ.),3,WI,US,UNITED STATES,residence
90012464,SIOUX STEEL,,COMPANY (OWNER),2,SD,US,UNITED STATES,residence
90012464,,,"6,499,930 B1",1,,,,residence
90012465,,,6074069,1,,,,residence
90012465,INDUSTRIAL TECHNOLOGY,,RESEARCH INSTITUTE,2,,TW,TAIWAN,residence
90012465,REBECCA,G.,RUDICH (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
90012466,TROLL,,BUSTERS LLC (3RD PTY REQ.),3,WA,US,UNITED STATES,residence
90012466,,,7888096,1,,,,residence
90012466,CRUCELL,,HOLLAND BV,2,,NL,NETHERLANDS,residence
90012467,TROLL,,BUSTERS LLC (3RD PTY REQ.),3,WA,US,UNITED STATES,residence
90012467,,,7888097,1,,,,residence
90012467,CRUCELL,,HOLLAND BV,2,,NL,NETHERLANDS,residence
90012468,,,7315257,1,,,,residence
90012468,ICH INTELLECTUAL CAPITAL HOLDINGS,,INC.(OWNER),2,TX,US,,residence
90012468,"BADGER METER,",,INC.(3RD.PTY.REQ.),3,WI,US,,residence
90012469,CARY,,KAPPEL(3RD.PTY.REQ.),3,NY,US,,residence
90012469,,,6069614,1,,,,residence
90012469,MAN MACHINE INTERFACE TECHNOLOGIES,,"LLC, A CALIFORNIA LIMITED(OWNER)",2,CA,US,,residence
90012470,PERKINS COIE,,LLP(3RD.PTY.REQ.),3,CA,US,,residence
90012470,IMMERSION,,CORPORATION(OWNER),2,CA,US,,residence
90012470,,,7592999,1,,,,residence
90012471,JORDAN,M.,BECKER(3RD.PTY.REQ.),3,WA,US,,residence
90012471,,,6397040,1,,,,residence
90012471,BRITISH TELECOMMUNICATIONS PUBLIC,,LIMITED COMPANY(OWNER),2,,,,residence
90012472,,,"5,721,599",1,,,,residence
90012472,REBECCA,G.,RUDICH (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90012472,INDUSTRIAL TECHNOLOGY RESEARCH,,INSTITUTE (OWNER),2,,TW,TAIWAN,residence
90012473,,,"7,837,338 B2",1,,,,residence
90012473,"ERIC T. KRISCHE, SCHIFF HARDIN",,LLP (3RD PTY. REQ.),3,IL,US,UNITED STATES,residence
90012473,ROSCO,,INC. (OWNER),2,NY,US,UNITED STATES,residence
90012474,HEALTH HERO,,NETWORK INC. (OWNER),2,CA,US,UNITED STATES,residence
90012474,,,"6,368,273 B1",1,,,,residence
90012474,GEORGE C. LEWIS: MERCHANT &,,GOULD PC (3RD PTY. REQ.),3,MN,US,UNITED STATES,residence
90012475,TROLL,,BUSTERS LLC (3RD PTY REQ.),3,WA,US,UNITED STATES,residence
90012475,CYANAGEN,,SRL,2,,IT,ITALY,residence
90012475,,,7803573,1,,,,residence
90012476,CYANAGEN,,SRL,2,,IT,ITALY,residence
90012476,TROLL,,BUSTERS LLC (3RD PTY REQ.),3,WA,US,UNITED STATES,residence
90012476,,,8129136,1,,,,residence
90012477,ILLINOIS TOOL,,WORKS INC.,2,IL,US,UNITED STATES,residence
90012477,,,6746998,1,,,,residence
90012478,,,7396855,1,,,,residence
90012478,"CLAYTON, HOWARTH & CANNON,",,P.C.(3RD.PTY.REQ),3,UT,US,,residence
90012478,CHILDREN'S HOSPITAL MEDICAL,,CENTER(OWNER),2,OH,US,,residence
90012479,,,5251294,1,,,,residence
90012479,"SCHWEGMAN, LUNDBERG & WOESSNER,",,P.A. (3RD.PTY.REQ.),3,MN,US,UNITED STATES,residence
90012479,WEBVENTION GROUP,,LLC,2,TX,US,UNITED STATES,residence
90012480,ADVANCED DATA ACCESS,,LLC(OWNER),2,TX,US,,residence
90012480,,,5672535,1,,,,residence
90012480,DAVID,M.,O'DELL(3RD.PTY.REQ.),3,TX,US,,residence
90012481,PATENT,,OWNER,3,MI,US,UNITED STATES,residence
90012481,,,6065880,1,,,,residence
90012481,"MOBILE SCANNING TECHNOLOGIES,",,LLC(OWNER),2,DE,US,,residence
90012482,,,"5,261,972",1,,,,residence
90012482,ANTHONY,A.,HARTMANN (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90012482,NIPPON STEEL,,CORPORATION (OWNER),2,,JP,JAPAN,residence
90012483,INTERNATIONAL GROWERS SUPPLY,,INCORPORATED (OWNER),2,CA,US,UNITED STATES,residence
90012483,DAVID,,LEASON (3RD PTY. REQ.),3,NY,US,UNITED STATES,residence
90012483,,,"7,823,324 B2",1,,,,residence
90012484,PATENT,,OWNER,3,,,,residence
90012484,,,"7,611,011 B2",1,,,,residence
90012484,ILLINOIS TOOL WORKS,,INC. (OWNER),2,IL,US,UNITED STATES,residence
90012485,,,6795998,1,,,,residence
90012485,ILLINOIS TOOL WORKS INC.,,PATENT DEPARTMENT,2,IL,US,UNITED STATES,residence
90012486,,,7982720,1,,,,residence
90012486,HTC,,CORPORATION (3RD PTY REQ.),3,,TW,TAIWAN,residence
90012486,IMMERSION,,CORPORATION,2,CA,US,UNITED STATES,residence
90012487,,,5674922,1,,,,residence
90012487,TOAGOSEI,,"CO., LTD.",2,,JP,JAPAN,residence
90012487,BENJAMIN,C.,SPEHLMANN (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
90012488,WESLEY,,CHEN(3RD.PTY.REQ.),3,,TW,TAIWAN,residence
90012488,CHIH-CHING,,HSIEN(OWNER),2,,TW,TAIWAN,residence
90012488,,,6655238,1,,,,residence
90012489,KERMIT,,LOPEZ (3RD.PTY.REQ.),3,NM,US,UNITED STATES,residence
90012489,,,8045965,1,,,,residence
90012489,"MLB ADVANCED MEDIA,",,L.P.(OWNER),2,NY,US,UNITED STATES,residence
90012490,PATENT,,OWNER,3,TX,US,,residence
90012490,ELECTRONIC TRANSACTION CONSULTANTS,,CORP.(OWNER),2,TX,US,,residence
90012490,,,8149139,1,,,,residence
90012491,,,6846573,1,,,,residence
90012491,JACK,B.,HICKS(3RD.PTY.REQ.),3,NC,US,,residence
90012491,AKZO NOBEL CHEMICALS,,INC.(OWNER),2,,NL,NETHERLANDS,residence
90012492,IAN,A.,CALVERT (3RD PTY. REQ.),3,NC,US,UNITED STATES,residence
90012492,,,"7,427,659 B2",1,,,,residence
90012492,AMGEN,,INC. (OWNER),2,CA,US,UNITED STATES,residence
90012493,PATENT,,OWNER,3,,,,residence
90012493,,,"6,881,463 B2",1,,,,residence
90012493,"KEYSTONE RETAINING WALL SYSTEMS,",,INC. (OWNER),2,MN,US,UNITED STATES,residence
90012494,MONDIS TECHNOLOGY,,LTD. (OWNER),2,,,,residence
90012494,JOHN,R.,MILLS (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90012494,,,"6,247,090 B1",1,,,,residence
90012495,ALAN,J.,"HOWARTH, PH.D. (3RD PTY REQ.)",3,UT,US,UNITED STATES,residence
90012495,CHILDREN'S HOSPITAL,,MEDICAL CENTER,2,OH,US,UNITED STATES,residence
90012495,,,7960432,1,,,,residence
90012496,MORISHITA LAW,,"FIRM, LLC",3,NV,US,UNITED STATES,residence
90012496,,,7353229,1,,,,residence
90012496,EXITEXCHANGE,,CORPORATION,2,OR,US,UNITED STATES,residence
90012497,"INVENSENSE,",,INC. (3RD PTY REQ.),3,CA,US,UNITED STATES,residence
90012497,,,6405592,1,,,,residence
90012497,STMICROELECTRONICS,,SRL,2,,IT,ITALY,residence
90012498,"SUNBEAM PRODUCTS,",,INC.(3RD.PTY.REQ.),3,FL,US,,residence
90012498,,,7947928,1,,,,residence
90012498,"HAMILTON BEACH BRANDS,",,"INC.,(OWNER)",2,VA,US,,residence
90012499,,,6504253,1,,,,residence
90012499,STMICROELECTRONICS,,S.R.L.,2,,IL,ISRAEL,residence
90012499,"INVENSENSE,",,INC. (3RD.PTY.REQ.),3,CA,US,,residence
90012500,STMICROELECTRONICS,,S.R.L.(OWNER),2,,IT,ITALY,residence
90012500,"INVENSENSE,",,INC.(3RD.PTY.REQ.),3,CA,US,,residence
90012500,,,7409291,1,,,,residence
90012501,,,"6,999,938 B1",1,,,,residence
90012501,ROBERT,A.,KALINSKY (3RD PTY. REQ.),3,MN,US,UNITED STATES,residence
90012501,"PHOENIX LICENSING,",,LLC (OWNER),2,AZ,US,UNITED STATES,residence
90012502,,,"5,665,458",1,,,,residence
90012502,"BUCKINGHAM, DOOLITTLE & BURROUGHS,",,LLP (3RD PTY. REQ.),3,OH,US,UNITED STATES,residence
90012502,SPECIALTY ADHESIVE FILM,,CO. (OWNER),2,OH,US,UNITED STATES,residence
90012503,COOLEY,,LLP (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90012503,,,"7,993,889 B1",1,,,,residence
90012503,BUTAMAX ADVANCED BIOFUELS,,LLC. (OWNER),2,DE,US,UNITED STATES,residence
90012504,"WALKER DIGITAL,",,LLC (OWNER),2,CT,US,UNITED STATES,residence
90012504,"PAUL HART C/O ERISE IP,",,P.A. (3RD PTY. REQ.),3,KS,US,UNITED STATES,residence
90012504,,,"6,224,486 B1",1,,,,residence
90012505,,,7200253,1,,,,residence
90012505,GIVEN IMAGING,,LID.,2,,IL,ISRAEL,residence
90012505,"INTROMEDIC, CO",,LTD. (3RD PTY REQ.),3,,KR,"KOREA, REPUBLIC OF",residence
90012506,,,5204819,1,,,,residence
90012506,ACME,,"HOLDINGS, LLC",2,IA,US,UNITED STATES,residence
90012506,ROBERT,C.,MATTSON (3RD PTY REQ.),3,VA,US,UNITED STATES,residence
90012506,ACME,,"HOLDINGS, LLC",2,IA,US,UNITED STATES,postal
90012507,,,6708595,1,,,,residence
90012507,BENJAMIN,J.,HAUPTMAN (3RD PTY REQ.),3,VA,US,UNITED STATES,residence
90012507,SAINT-GOBAIN GLASS,,FRANCE,2,,FR,FRANCE,residence
90012508,COOPER TECHNOLOGIES,,COMPANY(OWNER),2,TX,US,,residence
90012508,PATENT,,OWNER,3,TX,US,,residence
90012508,,,7234968,1,,,,residence
90012509,,,7160085,1,,,,residence
90012509,QUARLES & BRADY LLP,,ATTN: IP DOCKET,3,WI,US,UNITED STATES,postal
90012509,POSTENSA WIND STRUCTURES,,SA DE CV (OWNER),2,NM,US,UNITED STATES,residence
90012509,QUARLES & BRADY LLP,,ATTN: IP DOCKET,3,WI,US,UNITED STATES,residence
90012510,John,R.,"Guice, Jr.(3RD PTY REQ)",3,VA,US,,residence
90012510,"LG ELECTRONICS,",,INC.(OWNER),2,,KR,"KOREA, REPUBLIC OF",residence
90012510,,,7187539,1,,,,residence
90012511,BOBBY,,HU (OWNER),2,,TW,TAIWAN,residence
90012511,BEN,,CHIANG (3RD PTY. REQ.),3,,TW,TAIWAN,residence
90012511,,,"6,216,567 C1",1,,,,residence
90012512,,,"8,008,241 B2",1,,,,residence
90012512,NOVOZYMES,,A/S (3RD PTY. REQ.),3,,DK,DENMARK,residence
90012512,THE PROCTER & GAMBLE,,COMPANY (OWNER),2,OH,US,UNITED STATES,residence
90012513,MAIER & MAIER,,PLLC (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
90012513,,,"8,191,920 B2",1,,,,residence
90012513,"NINGBO WENTAI SPORT EQUIPMENT CO.,",,LTD. (OWNER),2,,CN,CHINA,residence
90012514,POLAR ELECTRO,,OY (OWNER),2,,FI,FINLAND,residence
90012514,,,"6,537,227 B2",1,,,,residence
90012514,MAIER & MAIER,,PLLC (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
90012515,,,6466236,1,,,,residence
90012515,"ACCESS CO.,",,LTD.,2,,JP,JAPAN,residence
90012515,"ROBERT HANSEN,",,ESQ. (3RD PTY REQ.),3,VA,US,UNITED STATES,residence
90012516,,,8204796,1,,,,residence
90012516,"ALLEN, DYER, DOPPELT,",,"MILBRATH & GILCHRIST, PA (3RD PTY REQ.)",3,FL,US,UNITED STATES,residence
90012516,STUBHUB,,INC.,2,CA,US,UNITED STATES,residence
90012517,,,8036988,1,,,,residence
90012517,CHARLES,F.,"WIELAND III, ESQ. (3RD PTY REQ.)",3,VA,US,UNITED STATES,residence
90012517,JOHN,,D' AGOSTINO,2,FL,US,UNITED STATES,residence
90012518,STMICROELECTRONICS,,S.R.L.(OWNER),2,,IT,ITALY,residence
90012518,,,6928872,1,,,,residence
90012518,"INVENSENSE,",,INC.(3RD.PTY.REC.),3,CA,US,,residence
90012519,STMICROELECTRONICS,,S.R.L.(OWNER),2,,IT,ITALY,residence
90012519,,,7450332,1,,,,residence
90012519,"INVENSENSE,",,INC.(3RD PTY REQ),3,CA,US,,residence
90012520,"INVENSENSE,",,INC.(3RD PTY REQ),3,CA,US,,residence
90012520,"STMICROELECTRONICS,",,S.R.L.(OWNER),2,,IT,ITALY,residence
90012520,,,6546799,1,,,,residence
90012521,"INVENSENSE,",,INC. (3RD PTY REQ.),3,CA,US,UNITED STATES,residence
90012521,,,6846690,1,,,,residence
90012521,STMICROELECTRONICS,,SA,2,,FR,FRANCE,residence
90012522,LIFESCAN SCOTLAND,,LIMITED (OWNER),2,,GB,UNITED KINGDOM,residence
90012522,,,"6,241,862 B1",1,,,,residence
90012522,"PHARMA TECH SOLUTIONS,",,INC. (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90012523,"PHARMA TECH SOLUTIONS,",,INC. (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90012523,,,"5,708,247",1,,,,residence
90012523,LIFESCAN SCOTLAND,,LIMITED (OWNER),2,,GB,UNITED KINGDOM,residence
90012524,,,"8,048,913 B2",1,,,,residence
90012524,ALAN,J.,"HOWARTH, PH.D (3RD PTY. REQ.)",4,UT,US,UNITED STATES,residence
90012524,CHILDREN'S HOSPITAL MEDICAL,,CENTER (OWNER),3,OH,US,UNITED STATES,residence
90012524,AUSTRALIAN HEALTH & NUTRITION,ASSOCIATION,LIMITED (OWNER),2,,AU,AUSTRALIA,residence
90012525,,,8070801,1,,,,residence
90012525,KEVIN,S.,COSTANZA (3RD PTY REQ.),3,WA,US,UNITED STATES,residence
90012525,"MEDTRONIC,",,INC.,2,MN,US,UNITED STATES,residence
90012526,G D SOCIETA'PER,,AZIONI,2,,IT,ITALY,residence
90012526,,,6755300,1,,,,residence
90012526,SUGHRUE,,MION PLLC (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
90012527,"NATH, GOLDBERG &",,MEYER (3RD PTY REQ.),3,VA,US,UNITED STATES,residence
90012527,,,7332304,1,,,,residence
90012527,ARKION LIFE SCIENCES LLC,D/B/A,BIO-TECHNICAL RESOURCES DIV.,2,DE,US,UNITED STATES,residence
90012528,"STEUBEN FOODS,",,INC.(OWNER),2,NY,US,,residence
90012528,,,6702985,1,,,,residence
90012528,MARC,R.,LABGOLD(3RD.PTY.REQ.),3,VA,US,,residence
90012529,Thomas,D.,Taggart,1,,,,residence
90012530,Thomas,D.,Taggart,1,,,,residence
90012531,,,"8,088,472 B2",1,,,,residence
90012531,AGP AMERICA,,S.A. (OWNER),2,,PA,PANAMA,residence
90012531,BENJAMIN,J.,HAUPTMAN (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
90012532,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012532,,,"7,499,835 B2",1,,,,residence
90012532,TIA,D.,FENTON (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
90012533,"STEUBEN FOODS,",,INC. (OWNER),2,NY,US,UNITED STATES,residence
90012533,MARC,R.,"LABGOLD, PHD.",3,VA,US,UNITED STATES,residence
90012533,,,"6,209,591 B1",1,,,,residence
90012534,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012534,,,"7,962,188 B2",1,,,,residence
90012534,KILPATRICK TOWNSEND &,,STOCKTON (3RD PTY. REQ.),3,GA,US,UNITED STATES,residence
90012535,Thomas,D.,Taggart,1,,,,residence
90012536,LIFESCAN SCOTLAND,,LIMITED,2,,GB,UNITED KINGDOM,residence
90012536,,,5951836,1,,,,residence
90012536,"PHARMA TECH SOLUTIONS,",,INC. (3RD PTY REQ.),3,CA,US,UNITED STATES,residence
90012537,,,5910988,1,,,,residence
90012537,KENNETH,M.,FAGIN (3RD PTY REQ.),3,DC,US,UNITED STATES,residence
90012537,"SHORE DEARY,",,LLP,2,TX,US,UNITED STATES,residence
90012538,,,7377899,1,,,,residence
90012538,KILPATRICK TOWNSEND &,,STOCKTON(3RD.PTY.REQ.),3,GA,US,,residence
90012538,MASIMO,,CORPORATION(OWNER),2,CA,US,,residence
90012539,,,8236704,1,,,,residence
90012539,"LG DISPLAY CO.,",,LTD.(OWNER),2,,KR,"KOREA, REPUBLIC OF",residence
90012539,"OBLON, SPIVAK, MCCLELLAND, MAIER &",,"NEUSTADT, L.L.P.(3RD.PTY.REQ.)",3,VA,US,UNITED STATES,residence
90012540,"ACCESS CO.,",,LTD.(OWNER),2,,JP,JAPAN,residence
90012540,,,6173316,1,,,,residence
90012540,ROBERT,M.,"HANSEN, ESQ.,(3RD.PTY.REQ.)",3,VA,US,UNITED STATES,residence
90012541,,,7899507,1,,,,residence
90012541,KILPATRICK TOWNSEND &,,STOCKTON(3RD.PTY.REQ.),3,GA,US,,residence
90012541,MASIMO,,CORPORATION(OWNER),2,CA,US,,residence
90012542,KILPATRICK TOWNSEND &,,STOCKTON (3RD PTY. REQ.),3,GA,US,UNITED STATES,residence
90012542,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012542,,,"8,180,420 B2",1,,,,residence
90012543,KILPATRICK TOWNSEND &,,STOCKTON (3RD PTY. REQ.),3,GA,US,UNITED STATES,residence
90012543,,,"6,850,787 B2",1,,,,residence
90012543,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012544,DOUGLAS,S.,WEINSTEIN (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90012544,,,"6,860,612 B2",1,,,,residence
90012544,DARFON ELECTRONICS,,CORP.,2,,TW,TAIWAN,residence
90012545,L&P PROPERTY MANAGEMENT,,COMPANY (3RD PTY REQ.),3,CA,US,UNITED STATES,residence
90012545,,,8179672,1,,,,residence
90012545,NATIONAL,,"PRODUCTS, INC.",2,WA,US,UNITED STATES,residence
90012546,,,7439683,1,,,,residence
90012546,MASIMO,,CORPORATION,2,CA,US,UNITED STATES,residence
90012546,KILPATRICK TOWNSEND &,,STOCKTON,3,GA,US,UNITED STATES,residence
90012547,,,7395898,1,,,,residence
90012547,THE HONG KONG UNIVERSITY OF,,SCIENCE AND TECHNOLOGY,2,,HK,HONG KONG,residence
90012547,DAVID,R.,HECKADON (3RD PTY REQ.),3,CA,US,UNITED STATES,residence
90012548,,,"7,880,606 B2",1,,,,residence
90012548,KILPATRICK TOWNSEND &,,STOCKTON (3RD PTY. REQ.),3,GA,US,UNITED STATES,residence
90012548,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012549,DANIEL,W.,ROBERTS(3RD.PTY.REQ.),3,CO,US,,residence
90012549,LEMAN CARDIOVASCULAR,,SA(OWNER),2,CA,US,,residence
90012549,,,7815677,1,,,,residence
90012550,RED.COM.,,INC.(OWNER),2,CA,US,,residence
90012550,KETAN,S.,VAKIL(3RD.PTY.REQ.),3,CA,US,,residence
90012550,,,8174560,1,,,,residence
90012551,CERCACOR,,"LABORATORIES, INC.",2,CA,US,UNITED STATES,residence
90012551,TIA,D.,FENTON (3RD PTY REQ.),3,VA,US,UNITED STATES,residence
90012551,,,6970792,1,,,,residence
90012552,,,"6,443,977 B1",1,,,,residence
90012552,"LAURENCE J. HYMAN, HYMAN IP",,LAW (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90012552,PETER,D.,JAILLET (OWNER),2,TX,US,UNITED STATES,residence
90012553,,,"7,024,233 B2",1,,,,residence
90012553,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012553,TIA,D.,FRNTON (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
90012554,,,"6,288,326 B1",1,,,,residence
90012554,"DEAKIN T. LAUER, KLARQUIST",,"SPARKMAN, LLP (3RD PTY. REQ.)",3,OR,US,UNITED STATES,residence
90012554,KANEKA,,CORPORATION (OWNER),2,,JP,JAPAN,residence
90012555,TIA,D.,FENTON (3RD PTY REQ.),3,VA,US,UNITED STATES,residence
90012555,CERCAOR,,"LABORATORIES, INC.",2,CA,US,UNITED STATES,residence
90012555,,,7440787,1,,,,residence
90012556,TROLL,,BUSTERS LLC,3,WA,US,UNITED STATES,residence
90012556,GORAN,,WADELL,2,,SE,SWEDEN,residence
90012556,,,7459153,1,,,,residence
90012557,MASIMO,,CORPORATION,2,CA,US,UNITED STATES,residence
90012557,,,8150487,1,,,,residence
90012557,TIA,D.,FENTON (3RD PTY REQ.),3,VA,US,UNITED STATES,residence
90012558,ABBOTT DIABETES CARE,,INC.(3RD.PTY.REQ.),3,CA,US,,residence
90012558,,,7310544,1,,,,residence
90012558,"DEXCOM,",,INC.(OWNER),2,CA,US,,residence
90012559,"CERCACOR LABORATORIES,",,INC.(OWNER),2,CA,US,,residence
90012559,,,8190223,1,,,,residence
90012559,TIA,D.,FENTON(3RD.PTY.REQ.),3,VA,US,,residence
90012560,Donovan,R.,Chambers,1,,,,residence
90012561,Mohamed,K.,Diab,1,,,,residence
90012562,,,"6,463,311 B1",1,,,,residence
90012562,MASIMO,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90012562,KILPATRICK TOWNSEND &,,STOCKTON (3RD PTY. REQ.),3,GA,US,UNITED STATES,residence
90012563,JOSEPH,F.,MURPHY (3RD PTY. REQ.),3,PA,US,UNITED STATES,residence
90012563,HOYA,,CORPORATION (OWNER),2,,JP,JAPAN,residence
90012563,,,"8,077,406 B2",1,,,,residence
90012564,OBLON SPIVAK,,ET AL. (3RD PARTY REQUESTER),3,VA,US,,residence
90012564,MOBILEMEDIA IDEAS,,LLC (ASSIGNEE),2,MD,US,,residence
90012564,,,5490170,1,,,,residence
90012565,"INTROMEDIC, CO",,LTD. (3RD PTY REQ.),3,,KR,"KOREA, REPUBLIC OF",residence
90012565,GIVEN IMAGING,,LID.,2,,IL,ISRAEL,residence
90012565,,,7433133,1,,,,residence
90012566,KILPATRICK TOWNSEND &,,STOCKTON (3RD PTY REQ.),3,GA,US,UNITED STATES,residence
90012566,MASIMO,,CORPORATION,2,CA,US,UNITED STATES,residence
90012566,,,7530955,1,,,,residence
90012567,,,6684090,1,,,,residence
90012567,MASIMO,,CORPORATION,2,CA,US,UNITED STATES,residence
90012567,KILPATRICK TOWNSEND &,,STOCKTON (3RD PTY REQ.),3,GA,US,UNITED STATES,residence
90012568,MASIMO,,CORPORATION,2,CA,US,UNITED STATES,residence
90012568,KILPATRICK TOWNSEND &,,STOCKTON LLP (3RD PTY REQ.),3,GA,US,UNITED STATES,residence
90012568,,,8128572,1,,,,residence
90012569,MARK,G.,KNEDEISEN(3RD.PTY.REQ.),3,PA,US,UNITED STATES,residence
90012569,INTELLECTUAL VENTURES II,,LLC (OWNER),2,DE,US,UNITED STATES,residence
90012569,,,5500819,1,,,,residence
90012570,FEDERAL-MOGUL,,"PRODUCTS, INC.(OWNER)",2,MI,US,,residence
90012570,,,8172051,1,,,,residence
90012570,Ayda,,Berhane(3RD PTY REQ),3,WA,US,,residence
90012571,"MARK G. KNEDEISEN, K& L GATES,",,LLP (3RD PTY. REQ.),3,PA,US,UNITED STATES,residence
90012571,,,"5,687,132",1,,,,residence
90012571,INTELLECTUAL VENTURES II,,LLC (OWNER),2,DE,US,UNITED STATES,residence
90012572,,,"7,908,172 B2",1,,,,residence
90012572,IMPLUSE RADIO,,INC. (OWNER),2,NY,US,UNITED STATES,residence
90012572,"JOSEPH M. SAUER, ESQ., JONES",,DAY (3RD PTY. REQ.),3,OH,US,UNITED STATES,residence
90012573,SENNIGER POWERS,,LLP (3RD PTY. REQ.),3,MO,US,UNITED STATES,residence
90012573,"PACKLESS METAL HOSE,",,INC. (OWNER),2,TX,US,UNITED STATES,residence
90012573,,,"5,803,128",1,,,,residence
90012574,,,"6,215,601 B1",1,,,,residence
90012574,"CARSON OPTICAL,",,INC. (OWNER),2,NY,US,UNITED STATES,residence
90012574,J.,CURTIS,EDMONDSON (3RD PTY. REQ.),3,OR,US,UNITED STATES,residence
90012575,MACDERMID,,INCORPORATED,2,CT,US,UNITED STATES,residence
90012575,,,5733599,1,,,,residence
90012575,ENTHONE,,INC. (3RD PTY REQ.),3,CT,US,UNITED STATES,residence
90012576,,,8105560,1,,,,residence
